event_id,event_title,market_question,outcomes,prices,volume,liquidity,clob_token_ids,end_date,closed,won
986599,Lowest temperature in London on September 10?,Will the lowest temperature in London be 15°C or higher on September 10?,"[""Yes"", ""No""]","[""0.025"", ""0.975""]",65.72919999999999,1408.0444,"[""71919837083198182095007378836982371025868465831855571614174216916916839364946"", ""57562656358067948682702083148091640127030379160893123448716869269616164656489""]",2026-09-10T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 16°C or below on September 11?,"[""Yes"", ""No""]","[""0.0025"", ""0.9975""]",20,4191.08245,"[""25510674473772763804020473379291320719562046932371954672171958827180976174876"", ""73441331265021880566482917549085186791547942402252312190202632813508522323961""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 17°C on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,3086.2326,"[""95814320671331332907217828714910309340779837371907220316068811658099690416980"", ""66479510272773472852368912792704320065103123053012073867422599471395630889727""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 18°C on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,2553.9686,"[""92391216987252905423986792596269016699112383250104872855507381997132119236202"", ""52538864938263559385699083197438093454444817149952548663793755474891538095504""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 19°C on September 11?,"[""Yes"", ""No""]","[""0.03"", ""0.97""]",,2630.8476,"[""113386450626033377866967420813118398895914194337241605427029391077747892836726"", ""7891086665770968547457584404301038052050581488062042330565134550911423640498""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 20°C on September 11?,"[""Yes"", ""No""]","[""0.075"", ""0.925""]",91.33088599999999,2587.0791,"[""78682865145599693200970407272492609956735752969291396575617978273222370110277"", ""93346159155943343810049494900928578405914243072137515357968112246613266911170""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 21°C on September 11?,"[""Yes"", ""No""]","[""0.155"", ""0.845""]",144.35,2628.7421,"[""97035302663358726879339515776931948971197455334462936914742936936964076386738"", ""92226597782500528971374498649341244171322630424218977253229431461997568747508""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 22°C on September 11?,"[""Yes"", ""No""]","[""0.4"", ""0.6""]",47,2873.6059,"[""31236417426424124321102336369254577517611785765914338166715122097889412585383"", ""5821188750136101352421092595064843288209664296329432771038529281015876331708""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 23°C on September 11?,"[""Yes"", ""No""]","[""0.38"", ""0.62""]",61.832902000000004,3326.4137,"[""68617988669836510128646400570528603069597091976116866241530642575899900687337"", ""40738827932787693117874756215015611717821955078868005269727757203530817192694""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 24°C on September 11?,"[""Yes"", ""No""]","[""0.07"", ""0.93""]",19.95,2264.2413,"[""50230435269163203870250370462124983377887622058852541347194975783795936142965"", ""101702462226977984904364987979358909625131675205600636114925153152235656499433""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 25°C on September 11?,"[""Yes"", ""No""]","[""0.065"", ""0.935""]",,2119.3747,"[""34507121537262981647108490246193575856937320628437175714463794462798267162716"", ""81555571857735401391193347277160073029730487612315144750397597780243274545398""]",2026-09-11T12:00:00Z,False,False
992242,Highest temperature in London on September 11?,Will the highest temperature in London be 26°C or higher on September 11?,"[""Yes"", ""No""]","[""0.005"", ""0.995""]",20,2904.53075,"[""93042245968327892225199762611883737117380250242584791457211421682465080520126"", ""55614997738802931412747762656139439230553129408853153566981359664965930740838""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 10°C or below on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,1046.2815,"[""81064800817538098870831288645548208137239877178090228590447886444578350813531"", ""30264189303570112958697517825895434296361088528205841667289116053374795960268""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 11°C on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,1791.0355,"[""18457188809324062719950059507799298118645327058933045568566647481220460471884"", ""27177600635387878674734528495780076837257621189128687382168330984375916332647""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 12°C on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,1067.5385,"[""45833010689821884275792491166001508339078317127740188562116597599069120368019"", ""42288925809378474690433135526820542861340317197117978496507609091967473933994""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 13°C on September 11?,"[""Yes"", ""No""]","[""0.09"", ""0.91""]",,1129.1668,"[""33659410484101898838243418087955831187586304851562459448419215926738477500972"", ""95441439056893599229283348228089652477902723026597524494385028682465164926519""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 14°C on September 11?,"[""Yes"", ""No""]","[""0.05"", ""0.95""]",,1095.3056,"[""54790838809470490045365749141730230514624074776584851289562629239646616684616"", ""76344902296269107690204000853527849482703500825946559540846573710465981109174""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 15°C on September 11?,"[""Yes"", ""No""]","[""0.415"", ""0.585""]",146.362047,1172.5894,"[""81781570713643058105871029979552716323795267023121427004443431038914281040166"", ""105428560548201407682085574333318252415628069942579613676675800217560699398739""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 16°C on September 11?,"[""Yes"", ""No""]","[""0.405"", ""0.595""]",222.5,1221.1013,"[""16930389846530879196932037423047006811695826233794559167076727642176956215834"", ""44000548362459081498817823196282176718721876387257727059965303512009830137540""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 17°C on September 11?,"[""Yes"", ""No""]","[""0.13"", ""0.87""]",,1231.3646,"[""115107580291862650895367454477903452321669297393369273074818498903325315508236"", ""63960431162158724658446556683182430552097811378714346154265944005435698716720""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 18°C on September 11?,"[""Yes"", ""No""]","[""0.015"", ""0.985""]",,1803.0965,"[""692496634632933892829614075463056376192568376965217484191727175566347865886"", ""14716226520459179732640886866050770516764564289582454702634462935492787090719""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 19°C on September 11?,"[""Yes"", ""No""]","[""0.01"", ""0.99""]",,2971.7685,"[""65499048278309023672229803327355734379141025222359092293777748029748552467008"", ""5813899476413474600902843357658418721002874902710734730619948802313748185244""]",2026-09-11T12:00:00Z,False,False
992144,Lowest temperature in London on September 11?,Will the lowest temperature in London be 20°C or higher on September 11?,"[""Yes"", ""No""]","[""0.01"", ""0.99""]",,2329.2815,"[""96788696111270757553841116691365376975293862145851076652958663495962900548875"", ""60384981718430933768596615454906906872050836084657114635166037689358690054487""]",2026-09-11T12:00:00Z,False,False
